path,ext,size,md5,sha1,chars,note
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——整数规划\第02章  整数规划.pdf,.pdf,203910,d42ec9cf2f5b29f877762efd0edd6ab3,e565acd71abeabdabbfde8ef04b29582d23ed6ed,20289,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\Python实现单目标粒子群算法.pdf,.pdf,77843,ebc6befe5970eb0d5a42aa5bffaedb9a,49ec80ed30412a8abeb3d3ead841824b0ccd585f,5506,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\Python编程实现粒子群算法(PSO)详解.pdf,.pdf,105677,6c8b558cdbd3909b2e2433f18ae610e4,3297ae0ae9a2f660ff1651a81065bc2ab380b122,2996,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\粒子群算法求解最大值问题详解（附python代码）.pdf,.pdf,60690,dc38c9e15144f598cde76beab8ef4587,560f12e697c65632e9e51e46bb706cbed0de341b,2159,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——线性规划模型\1..第一章  线性规划.pdf,.pdf,192715,432264602a2e18ac044a3362eb32e60f,dc5e62219efb0cc36c504c8c72ce6c3d0c2911e7,15859,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——线性规划模型\Matlab线性规划与非线性规划.pdf,.pdf,4492543,bfac144305174712bb1181f66b434653,b9e52456bde3a9e166bf972f59541db977372261,2166,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——线性规划模型\线性规划模型基本原理.pdf,.pdf,3644077,5f9065a570f921c13889229f36aec6b4,da39a3ee5e6b4b0d3255bfef95601890afd80709,4,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——遗传算法\用MATLAB实现遗传算法程序.pdf,.pdf,163488,012ae079b229d51d5d5561817de4642a,c4c1d117891f891061f95bde95c1b0b61e10ec2b,7476,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——随机规划\随机规划&模糊规划.pdf,.pdf,3614133,aaa718dd279b345bd417d005ed4a0689,da39a3ee5e6b4b0d3255bfef95601890afd80709,264,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\第03章  非线性规划.pdf,.pdf,264610,700041026cef65fe71608f3d443f8112,3b2013e295dba5bc346ad2481401328a69a11004,30718,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\运筹学第六章：非线性规划.pdf,.pdf,264460,473e0c089aa3751f301a4ae04d9c658c,fe070acdc16241d536e99ee861a36ed924dbdc6e,11932,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-means算法过程示意介绍.pdf,.pdf,137528,11f57f759291c680c8c9e32a2905a8f6,da28056a10a03c0b92518406c3dd7792934797d3,1478,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——分类变量处理\数据变换——分类变量处理.pdf,.pdf,175227,13f7a3ee1d803efedf6252469a122a63,4ff52aa7522b07c1c388c60959ef5675b661bbec,969,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——异常值处理\数据预处理——异常值处理.pdf,.pdf,333522,6d27e596f732e1bf06ba4cc82b77f90e,78bbefdcdc0049e7627c60cce7b27e3a40e9ce4c,684,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——标准化处理\数据变换——标准化变换.pdf,.pdf,243678,2441078638538726bb46244bc0ff4fc9,001c7771b98b472115b5e41c082f77e43f06370f,702,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——简单函数变换\数据变换——简单函数变换.pdf,.pdf,98372,5665a4bdcab690c998f0717e0c4c41b0,cb3094da964a959f4065647148a9d40fcf87b646,214,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——缺失值处理\数据预处理——缺失值处理.pdf,.pdf,308111,232a80e36110c89d38522d8cc0b31dc5,ff1b05f1959306a1e508a6bdc32a74dfe5708b0a,1371,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——连续变量离散化\数据变换——连续变量离散化.pdf,.pdf,158676,842237c1648c7a65732d5ea88771bf39,2c710cb785f0c359fee56dc20165555c2c2efeed,1170,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备数据预处理模型——重复值处理\数据预处理——重复值处理.pdf,.pdf,45366,f9f89be7cadf6a23cc6bc73caac214f2,df611fdbaf37a01c8b6b9b4e13f81121c47d00ea,234,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备模型——图与网络模型\图与网络.pdf,.pdf,493246,6464df8652e7f166872d4f93297673e1,eb91ec09ed07d9d406b8a62e068cd5b5f25f6dcc,68702,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备模型——精美绘图Matlab代码\高质量美赛精美绘图实战解析课.pdf,.pdf,5836464,6abb129f678fdb04b035cd3324565719,c6ee0250fa35221257b452785a8ff7719abd525f,6128,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——topsis模型\TOPSIS模型基本原理.pdf,.pdf,341993,46ff60f75322e03376feae62a69e0d26,a434fcd7b914d8845d49ed63ff09588a6392f80d,1547,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——因子分析法\因子分析.pdf,.pdf,717435,5720469c10d86858405c5acb8e454635,47fb7618e5bb7bf57884c0b43a678a9eae55a895,13059,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\06层次分析法.pdf,.pdf,1041109,5532a5cd9c50b7e268821e813823fb3c,6d9d4893f1164ef3fbcc154c93a6d543dd6cf74c,9469,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\老哥带你学数模：模糊综合评价算法 .pdf,.pdf,1533295,c39de1c9d8fb6beab1bfc7e1284abba1,d783d6a80eda3b9bc7746fc9bb161d0c985e256b,19141,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——神经网络算法\神经网络算法基本原理.pdf,.pdf,71284,a1a8af00c570e4831d711b6df649069f,b3df566cb69298aee4693d7204c228e00fcb767e,2880,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\Logistic回归.pdf,.pdf,385946,9c682b70dfbb5a60a91b44efbcd0b824,b7a37f980c46b5bebef0f2af742c426a3d88e457,8650,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——Logistic模型\logistic模型及其matlab算法.pdf,.pdf,598358,bde16568a48fa76931f566c926965b98,78cebaf09f0ec359c29f3616d6a9d34c14f882e1,6740,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\12第十二章 回归分析.pdf,.pdf,367866,9fedd541839fbe03b2b39ee619efe116,a999ea52085f7e0e28b483eb6c1c2decffde51bd,51607,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\27第二十七章  偏最小二乘回归分析.pdf,.pdf,181663,afdaa215b91d08d482e035586495040e,0e59cd83bdaa0a9cfe807278693b17cae5fe2873,14872,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\3b相关和回归分析.pdf,.pdf,1207465,c2fc3bc5d94bb30d27a8a4bf9e713521,e65d841f1b44c87d6fc09e1cc61eb6ab5e3cb6cf,4445,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\eviews--回归分析.pdf,.pdf,2235344,4e2ca9922d29e97f47b5249aa076466a,7f99891e1a6e1ee771695fb6adcb298f2cf95df9,64284,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\Matlab多变量回归分析教程.pdf,.pdf,288344,e9bd1ef9a58ff57883c3d19a2c3e2fe4,fb4546f3d10d3c0952a32b02790a1608a035548b,6402,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\python基础教程-递归函数.pdf,.pdf,873260,e590cf4891c41f9634c0151fdfe73d99,f65a4eecd1dafb8529b05d456de01b7f11d639d9,4141,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\Python多元回归与逻辑回归.pdf,.pdf,5006754,a999ba210348ea574e1380be042a6f78,f420ed342217a7828548b0e91e1605284e2ffe59,10184,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\利用MATLAB进行回归分析.pdf,.pdf,667988,5690101fe207263839813ef8704f7abd,64d393927bd73f8d384e54ca5502d2f652c7a44c,7323,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\数学建模中的回归分析方法.pdf,.pdf,259485,b73ac6d8175cb1e861f612bd61249cab,fc3d5920c263d030fad4afa3a3d20f5db7232cbb,3299,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——微分方程\maple求解微分方程.pdf,.pdf,101552,8792837cc7d88618c3b83b6b68849fed,a106f6eb38af5ca7732b981c3c63bc52e0f62d5a,12074,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——微分方程\偏微分方程的matlab代码.pdf,.pdf,1200830,45b5193819e3a183d4883daf788045e2,da39a3ee5e6b4b0d3255bfef95601890afd80709,15,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\时间序列分析 原理详解.pdf,.pdf,5598822,b75f984260218b8a4de3f485fe83b6e6,da39a3ee5e6b4b0d3255bfef95601890afd80709,432,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\时间序列分析.pdf,.pdf,9189391,b78535e74a9e69d9d57f0e28f844391a,da39a3ee5e6b4b0d3255bfef95601890afd80709,256,NO_TEXT_LAYER
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\时间序列讲解.pdf,.pdf,1039812,393f0b064f972c236f3e9bec946dd30a,0573050fa186b996408512a7dc5684fcb244c305,19837,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\用EVIEWS处理时间序列.pdf,.pdf,6144710,155d02983935e46ef5385e398a9fa80b,5049785645a02f854ff5a427a6daa3b30cf13c3f,11984,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\非线性时间序列的替代数据检验方法研究.pdf,.pdf,460569,27fcd8088bad16ec18c60c5c6086176b,c0bd19e3df73ff659e9423e4a9d001ba1a30a85f,5906,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——灰色预测模型\Matlab灰色预测模型.pdf,.pdf,2826537,f30d237c670ba00f50d5af5398f80516,b6951640ef8e74629889cbfa4d391705862882e6,5467,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——灰色预测模型\灰色预测.pdf,.pdf,254693,29f3fb849c36398bf2b674a1715aadd3,5ffe35b47111d5335b83245fb6273bfb6c316f3e,5926,
2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——相关性分析\相关性分析.pdf,.pdf,770069,c1095f5008e4d468ec9d0d8aa0cfeb34,f8e7628c28f880f18a50f0b01f4ec301baff827e,5157,
2026数学建模核心资料\国赛C题必备模型+代码资料合集\2025 年国赛C题分析及必备模型.pdf,.pdf,243817,73cb1124a15e744d02c7d0045c75e400,1569281e2ee93b4af74649bbdcfa908bd7e14c9f,1377,
2026数学建模核心资料\数学建模典型题目优秀论文\‌优化类：2020C中小微企业的信贷决策\2020C：针对中小微企业最优信贷决策研究(1).pdf,.pdf,19593307,6448fec6756544adc6cd115be9bab27d,0c89b5587eb45b595ce9bb25b0bf076d638dfab1,479,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\‌优化类：2020C中小微企业的信贷决策\2020C：银行基于大数据挖掘对中小微企业的信贷决策问题(1).pdf,.pdf,29550880,298b7814d82a2b0042c45fe699b0a0ac,f3b2ef823e90f88f13362bf935f04f6dde0d2c21,635,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\‌优化类：2020C中小微企业的信贷决策\2020C：银行对中小微企业的信贷决策分析.pdf,.pdf,17618511,9d7ac1914723e8cf4555fdc96cd64864,0feb1e64a764cd0c6ce9a76976b33ceba41f3f7e,419,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\‌优化类：2020C中小微企业的信贷决策\2020C：银行对中小微企业的信贷策略(1).pdf,.pdf,23300215,7d3e0dad4e507232a12e32bcc3b991c8,40b3174adaf8b42779284439fe270227d09ad6fe,539,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：2018A高温作业专业服装设计\2018A：基于多原则比较和蒙特卡洛模拟的 RGV 动态调度模型(1).pdf,.pdf,1350380,f5642b5daa97bd400f90b731a75bf997,4a017034b854a0d9652efb2ab8068bc5b9394640,48163,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：2018A高温作业专业服装设计\2018A：基于非稳态导热的高温作业专用服装设计(1).pdf,.pdf,941692,dae376ffd9067eff281111f864493d50,c30b8121888c1ce4242a11d732f91624b3ccb819,25479,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：2018A高温作业专业服装设计\2018A：高温作业专用服装设计(1).pdf,.pdf,1764535,3057468a65c47928d056580387ed1984,6f33eabda36bd3e96f872442bf58ab93a6111d97,35445,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：2018A高温作业专业服装设计\2018A：高温作业服设计(1).pdf,.pdf,1685351,4a0afc2eb8b7e00348cef69b868cb627,efa6c111d52beff1e3e5787081e6bbef95332497,23709,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：‌2016B小区开发对道路通行的影响\2016国赛国一B题优秀论文-基于道路拼接小区开放道路通行影响(1).pdf,.pdf,1509590,2ef82a90b2d1975ce725176dfcc0c280,73d2d80100806a272a39ba04965db6765bcaf880,33646,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：‌2016B小区开发对道路通行的影响\2016国赛国一B题优秀论文-小区开放道路通行(1).pdf,.pdf,757211,e59f6065eaede4f94c2db38fe990a7f2,1c326aaee87a9e2e347f150bffcaaff6b49ebe93,24470,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：‌2016B小区开发对道路通行的影响\2016国赛国一B题优秀论文-小区开放道路通行影响(1).pdf,.pdf,988103,22a82384c7ab52467cf22c59ae3fafcf,0d2c5ecbc6d672410c44f8d23aa517781418c3d8,23411,
2026数学建模核心资料\数学建模典型题目优秀论文\‌机理类：‌2016B小区开发对道路通行的影响\2016国赛国一B题优秀论文-小区开放道路通行影响4(1).pdf,.pdf,936016,e4248541582b4664ac57ef80a512d268,56d97e83616422c6bd39b81ceac36358c79197b0,26466,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2010B上海世博会影响力的定量评估\2010B：上海世博会于文化方面影响力评估(1).pdf,.pdf,675439,03fe52df4b02fcffdf0d69c3684ac1a8,5687126cf415115e75e8429ac0bf808d9c83bb6b,28162,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2010B上海世博会影响力的定量评估\2010B：上海世博会影响力的定量评估.pdf,.pdf,6583890,99975574dc963ef57f71b9c57f20c4ef,c621eec898bcc134a4f363ce8f3fcf8cd41d1800,347,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2010B上海世博会影响力的定量评估\2010B：世博会参观线路设计(1).pdf,.pdf,1003131,dbcf8a7f1c57e355452a0b33eb663824,7b16fe201d80bebf279f85a773a1c9496885d1dd,9786,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2010B上海世博会影响力的定量评估\2010B：世博会对上海旅游业的影响研究(1).pdf,.pdf,969756,b4007ea438b72139387a85867210d909,5b8f8a4eb6d69e2801d6e98c3a87fb3e2982e700,28557,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2010B上海世博会影响力的定量评估\2010B：对上海世博会文化影响力的定量评估(1).pdf,.pdf,675655,6892683357e16dd35ce1a8a1be4cbcaa,4b726518ca1c770360a2f78fe766a327176a237a,24373,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2012A葡萄酒的评价问题\2012国赛国家一等奖A题优秀论文2(1).pdf,.pdf,928180,193cf2731b2f29765cc44d65b549f1d2,535693e5b2c0d93925d81236ba9675840ac15153,16120,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2012A葡萄酒的评价问题\2012国赛国家一等奖A题优秀论文3(1).pdf,.pdf,1361240,b4bfac82cbbbc24267334fc04791fa4e,00d5a81133569128b6f73adf415f540526c56a4c,43046,
2026数学建模核心资料\数学建模典型题目优秀论文\‌评价类：2012A葡萄酒的评价问题\2012国赛国家一等奖A题优秀论文5(1).pdf,.pdf,913961,82b361d682751f50f33e0cd33dd26d30,bc0cda29ff4e308a36ab0be6240abf7915d79b9e,23532,
2026数学建模核心资料\数学建模典型题目优秀论文\优化类：2019C机场的出租车问题\2019C：基于系统模拟的机场出租车决策与安排模型.pdf,.pdf,16004130,eab86e0593974cffc0afc34568046417,0ef593f79a482a01955b1637bd2c19bd0c21cb3c,1949,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\优化类：2019C机场的出租车问题\2019C：机场出租车司机综合决策及机场出租车管理模型.pdf,.pdf,10646915,6e47e65baeb4bd6c644a77272bb674c1,c5e6f083d7ba1fa86c69a16dcdc853e437eae61c,1499,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\优化类：2019C机场的出租车问题\2019C：机场的出租车问题.pdf,.pdf,12293988,332618736957504c0312a9f6447a7143,0ef593f79a482a01955b1637bd2c19bd0c21cb3c,1949,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《丁克现象与中国人口增长》(1).pdf,.pdf,1180341,194a61a2eb242f6b6d5f1ca0916afcba,83afa14cf6c46a72b665072b9fb81428a44ede2c,356,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口区域结构向量模型》(1).pdf,.pdf,1052843,1a1ecdc4cbf227f1846165f563e9f5db,83afa14cf6c46a72b665072b9fb81428a44ede2c,356,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口发展趋势的分析与预测》(1).pdf,.pdf,1327839,64a1624e155e8ee0448acaa9510cc708,6491dd3e79c1f959b89e7d78728d80e9a18fa38a,18196,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测》(1).pdf,.pdf,964652,4b62c456efd5eb7de5ed1b1c6fbe73d1,bca017488b56aa8101277106463593336bef74e0,14349,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测模型》 (2)(1).pdf,.pdf,793992,089cc37371686e3db945ec84c62af7cd,52205c59def637a52d5d9180831eff727790a020,23981,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测模型》 (3)(1).pdf,.pdf,892960,7de8abc86fdc98d01f760d57e4dd6ebc,50d6237594255ea382dae9486ef3e73fdd92d5a8,20498,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测模型》 (4)(1).pdf,.pdf,1197379,4aee2e427669cea2929def0e8393cdc8,d4e88a17e1d81aa7422b9afe11d9a9f66f389bc6,23388,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测模型》(1).pdf,.pdf,1544942,56db1ca11863b4e699d431a656751620,f8875c2f5d725dd7c4105ed31e019d448943c790,509,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《中国人口增长预测模型的建立与分析》(1).pdf,.pdf,1399932,b0a4b26815425c3b0002093f84764477,6a6710a74ab77cbd02f0511da7ed9793f62eb49f,21981,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《人口增长预测模型》(1).pdf,.pdf,1055223,c9d4ae0323b58741b55f91de5a371c81,1257a9cbf0a76d690dfe95091e1e75b956f4f055,407,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《基于Leslie模型的中国人口预测及模特卡罗仿真》(1).pdf,.pdf,1264990,ee80f249defa6e1db47b5a34ab896fe7,1257a9cbf0a76d690dfe95091e1e75b956f4f055,407,NO_TEXT_LAYER
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2007A中国人口增长预测模型\2007A：《基于差分方程的人口预测模型》(1).pdf,.pdf,390467,1c5a4bc83319262fa86d3f9314916a2b,037ad5e54ded443494eb9067089c164b4f89a3cc,16210,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2016C电池剩余放电时间预测\2016国赛国一C题优秀论文-电池剩余放电时间预测(1).pdf,.pdf,970241,48bca6ccc03123a5c867ee8087588f97,72c0309da13933aa6e76bcb785781026a56406dd,13543,
2026数学建模核心资料\数学建模典型题目优秀论文\预测类：2016C电池剩余放电时间预测\2016国赛国一C题优秀论文-电池剩余放电时间预测2(1).pdf,.pdf,863373,7fd9a3816da04cc882f4696991045838,2ae97184abb55b1c53e0c8c95fac501d4468e3a3,17617,
2026数学建模核心资料\美赛按题目题型分类常用算法代码程序包！\优化与控制题型参考代码【数学建模老哥】\多目标快速非支配排序遗传算法优化代码\说明.pdf,.pdf,454419,3a328e72460900d3acf65c9dfe8888af,bd149c2e072fd8a48ca3965dbdb1d3b07ddc7f3b,28177,
2026数学建模核心资料\美赛按题目题型分类常用算法代码程序包！\优化与控制题型参考代码【数学建模老哥】\多种遗传算法优化论文与代码\MATLAB-智能算法30个案例分析.pdf,.pdf,2227019,97cc6fb8dbbe89ff46881ccf5fd3a30b,06c4cc9b3278e42bcdde2ce007e152a4d271bf8b,76788,
2026数学建模核心资料\美赛按题目题型分类常用算法代码程序包！\分类与判别类题型参考代码【数学建模老哥】\RQA对离散时间序列进行递归图分析\递归分析(matlab)\crp_man.pdf,.pdf,608617,9ebd46fb18047ff7c22539d699eed304,6be5100e45d6cd4e0f913c32eb7af75c8d005eff,75851,
2026老哥！2026国赛最强备战资料！3天速成国奖配套资料！\2026国赛！挑战3天零基础速成数学建模国赛国奖书籍！.pdf,.pdf,44378275,018e14b46c601d03de21d14032877d6c,8fbd3ce3b526c3635591201737f5d1425c7de740,599,NO_TEXT_LAYER
A157 2026数学建模国赛备战冲刺资料合集！\2026国赛零基础获奖速成课讲义.pdf,.pdf,3349911,1c262c59dfa7722d88da66207d7cd3a6,2bf6912878e1b855f7d0be207fe2bb9cb6f31fed,56803,
A157 2026数学建模国赛备战冲刺资料合集！\2026国赛官方通知\2026高教社杯全国大学生数学建模竞赛第一次通知.pdf,.pdf,542991,c86c8efc8328bfeefb962270c6b63262,da39a3ee5e6b4b0d3255bfef95601890afd80709,10,NO_TEXT_LAYER
